Nome: PORTO ALEGRE
Codigo Estacao: 83967
Latitude: -30.05361111
Longitude: -51.17472221
Altitude: 41.18
Situacao: Operante
Data Inicial: 2015-01-01
Data Final: 2025-09-18
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2025-05-27;1,8;null;17;,8;
2025-05-28;36,9;null;17,6;1,3;
2025-05-29;57;null;8,5;1,5;
2025-05-30;0;null;6,3;2,3;
2025-05-31;0;null;6,9;1;
2025-06-01;0;null;8,8;1;
2025-06-02;0;null;5,7;,5;
2025-06-03;0;null;12,7;1,5;
2025-06-04;3,6;null;14,6;1;
2025-06-05;,8;null;16,6;,5;
2025-06-06;,2;null;11,5;1,3;
2025-06-07;0;null;7,4;,5;
2025-06-08;0;null;10,3;,5;
2025-06-09;0;null;10,1;,5;
2025-06-10;0;null;7,5;1,3;
2025-06-11;0;null;6,4;,8;
2025-06-12;null;null;8;,8;
2025-06-13;0;null;10,3;1;
2025-06-14;0;null;13,3;,8;
2025-06-15;18,8;null;15;1,8;
2025-06-16;,3;null;8,8;,8;
2025-06-17;25,8;null;15,7;1;
2025-06-18;99,4;null;16,9;,8;
2025-06-19;39,6;null;15,1;1;
2025-06-20;16,8;null;16,1;1,3;
2025-06-21;0;null;null;1,5;
2025-06-22;0;null;11,8;,5;
2025-06-23;9,7;null;12,3;3,1;
2025-06-24;0;null;6,1;2,8;
2025-06-25;0;null;2,8;1;
2025-06-26;6,2;null;8,6;,8;
2025-06-27;0;null;5,8;,5;
2025-06-28;0;null;8,6;,5;
2025-06-29;34,4;null;12,1;2,1;
2025-06-30;1,9;null;8;1,5;
2025-07-01;0;null;3,1;1,3;
2025-07-02;0;null;2,9;,8;
2025-07-03;0;null;9;,8;
2025-07-04;,2;null;6,4;1;
2025-07-05;0;null;8,3;1;
2025-07-06;0;null;9;,8;
2025-07-07;0;null;7,4;,5;
2025-07-08;,4;null;11,4;1;
2025-07-09;0;null;11,3;,5;
2025-07-10;0;null;11,2;,8;
2025-07-11;,1;null;10,9;,8;
2025-07-12;0;null;10,2;,5;
2025-07-13;0;null;10,3;,8;
2025-07-14;0;null;13,3;,5;
2025-07-15;0;null;12,5;1,3;
2025-07-16;0;null;12,8;,5;
2025-07-17;9,1;null;16,1;1,3;
2025-07-18;19,1;null;10,1;2,1;
2025-07-19;7,3;null;9;1;
2025-07-20;17,5;null;16,1;,8;
2025-07-21;,2;null;9,2;,5;
2025-07-22;0;null;11,6;,8;
2025-07-23;0;null;11,8;,5;
2025-07-24;0;null;8;1;
2025-07-25;0;null;13;,5;
2025-07-26;0;null;15,6;,5;
2025-07-27;24,9;null;12,6;,8;
2025-07-28;0;null;8,6;2,6;
2025-07-29;8,1;null;8;1,3;
2025-07-30;0;null;5,8;,5;
2025-07-31;0;null;8,4;,8;
2025-08-01;0;null;10;1;
2025-08-02;,2;null;15,9;1;
2025-08-03;28;null;17,5;,8;
2025-08-04;28,5;null;14,4;,5;
2025-08-05;,8;null;16,6;,8;
2025-08-06;0;null;12,6;,8;
2025-08-07;4,5;null;14,4;,5;
2025-08-08;6,5;null;11;1;
2025-08-09;,2;null;8,7;1,3;
2025-08-10;0;null;9,1;1;
2025-08-11;0;null;7,7;5,4;
2025-08-12;0;null;5,8;1;
2025-08-13;,2;null;9,4;1,8;
2025-08-14;null;null;null;null;
2025-08-15;null;null;null;null;
2025-08-16;null;null;null;null;
2025-08-17;null;null;null;null;
2025-08-18;null;null;null;null;
2025-08-19;null;null;null;null;
2025-08-20;null;null;null;null;
2025-08-21;null;null;null;null;
2025-08-22;null;null;null;null;
2025-08-23;null;null;null;null;
2025-08-24;null;null;null;null;
2025-08-25;null;null;null;null;
2025-08-26;null;null;null;null;
2025-08-27;null;null;null;null;
2025-08-28;null;null;null;null;
2025-08-29;null;null;null;null;
2025-08-30;null;null;null;null;
2025-08-31;null;null;null;null;
2025-09-01;null;null;null;null;
2025-09-02;null;null;null;null;
2025-09-03;null;null;null;null;
2025-09-04;null;null;null;null;
2025-09-05;null;null;null;null;
2025-09-06;null;null;null;null;
2025-09-07;null;null;null;null;
2025-09-08;null;null;null;null;
2025-09-09;null;null;null;null;
2025-09-10;null;null;null;null;
2025-09-11;null;null;null;null;
2025-09-12;null;null;null;null;
2025-09-13;null;null;null;null;
2025-09-14;null;null;null;null;
2025-09-15;null;null;null;null;
2025-09-16;null;null;null;null;
2025-09-17;null;null;null;null;
2025-09-18;null;null;null;null;

